lengua,agrupacion,variante,cve_ent,cve_mun,nom_mun,compartido,parte
0501,otomí,otomí del Valle del Mezquital,013,063,Tepeji del Río de Ocampo,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,064,Tepetitlán,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,067,Tezontepec de Aldama,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,071,Tlahuiltepa,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,076,Tula de Allende,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,083,Zempoala,0,1.0
0501,otomí,otomí del Valle del Mezquital,013,084,Zimapan,0,1.0
0501,otomí,otomí de Ixtenco,029,016,Ixtenco,0,1.0
0501,otomí,otomí del noroeste,011,004,Apaseo el Alto,0,1.0
0501,otomí,otomí del noroeste,011,009,Comonfort,0,1.0
0501,otomí,otomí del noroeste,011,011,Cortazar,0,1.0
0501,otomí,otomí del noroeste,011,014,Dolores Hidalgo Cuna de la Independencia,0,1.0
0501,otomí,otomí del noroeste,011,040,Tierra Blanca,0,1.0
0501,otomí,otomí del noroeste,022,001,Amealco de Bonfil,1,0.5
0501,otomí,otomí del noroeste,022,004,Cadereyta de Montes,0,1.0
0501,otomí,otomí del noroeste,022,005,Colón,0,1.0
0501,otomí,otomí del noroeste,022,011,El,0,1.0
0501,otomí,otomí del noroeste,022,007,Ezequiel,0,1.0
0501,otomí,otomí del noroeste,022,014,Querétaro,0,1.0
0501,otomí,otomí del noroeste,022,016,San Juan del Río,0,1.0
0501,otomí,otomí del noroeste,022,017,Tequisquiapan,0,1.0
0501,otomí,otomí del noroeste,022,018,Tolimán,0,1.0
0501,otomí,otomí del centro,015,001,Acambay,0,1.0
0501,otomí,otomí del centro,015,003,Aculco,0,1.0
0501,otomí,otomí del centro,015,007,Amanalco de Becerra,0,1.0
0501,otomí,otomí del centro,015,014,Atlacomulco,0,1.0
0501,otomí,otomí del centro,015,016,Axapusco,0,1.0
0501,otomí,otomí del centro,015,018,Calimaya,0,1.0
0501,otomí,otomí del centro,015,026,Chapa de Mota,0,1.0
0501,otomí,otomí del centro,015,037,Huixquilucan,0,1.0
0501,otomí,otomí del centro,015,045,Jilotepec,0,1.0
0501,otomí,otomí del centro,015,046,Jilotzingo,0,1.0
0501,otomí,otomí del centro,015,047,Jiquipilco,0,1.0
0501,otomí,otomí del centro,015,051,Lerma,0,1.0
0501,otomí,otomí del centro,015,056,Morelos,0,1.0
0501,otomí,otomí del centro,015,057,Naucalpan de Juárez,0,1.0
0501,otomí,otomí del centro,015,060,Nicolás Romero,0,1.0
0501,otomí,otomí del centro,015,062,Ocoyoacac,0,1.0
0501,otomí,otomí del centro,015,067,Otzolotepec,0,1.0
0501,otomí,otomí del centro,015,074,San Felipe del Progreso,0,1.0
0501,otomí,otomí del centro,015,085,Temascalcingo,0,1.0
0501,otomí,otomí del centro,015,086,Temascaltepec,0,1.0
0501,otomí,otomí del centro,015,087,Temoaya,0,1.0
0501,otomí,otomí del centro,015,101,Tianguistenco,0,1.0
0501,otomí,otomí del centro,015,102,Timilpan,0,1.0
0501,otomí,otomí del centro,015,106,Toluca,0,1.0
0501,otomí,otomí del centro,015,112,Villa del Carbón,0,1.0
0501,otomí,otomí del centro,015,115,Xonacatlán,0,1.0
0501,otomí,otomí del centro,015,118,Zinacantepec,0,1.0
0505,pame,pame del norte,024,003,Aquismón,0,1.0
0505,pame,pame del norte,024,005,Cárdenas,0,1.0
0505,pame,pame del norte,024,010,Ciudad del Maíz,0,1.0
0505,pame,pame del centro,024,019,Lagunillas,0,1.0
0505,pame,pame del centro,024,023,Rayón,0,1.0
0505,pame,pame del centro,024,031,Santa Catarina,0,1.0
0505,pame,pame del centro,024,036,Tamasopo,0,1.0
0512,popoloca,popoloca del norte,021,177,Tlacotepec de Benito Juárez,0,1.0
0512,popoloca,popoloca del centro,021,169,Tepexi de Rodríguez,1,0.5
0512,popoloca,popoloca de oriente,021,124,San Gabriel Chilac,0,1.0
0512,popoloca,popoloca de oriente,021,161,Tepanco de López,0,1.0
0512,popoloca,popoloca de oriente,021,169,Tepexi de Rodríguez,1,0.5
0512,popoloca,popoloca de oriente,021,209,Zapotitlán Salinas,0,1.0
0512,popoloca,popoloca del poniente,021,147,Santa Inés Ahuatempan,0,1.0
0504,tlahuica,tlahuica,015,063,Ocuilán,0,1.0
0508,tlapaneco,tlapaneco del sur,012,013,Azoyú,0,1.0
0508,tlapaneco,tlapaneco del sur,012,077,Marquelia,0,1.0
0508,tlapaneco,tlapaneco del oeste,012,051,Quechultenango,0,1.0
0508,tlapaneco,tlapaneco central bajo,012,081,Iliatenco,0,1.0
0508,tlapaneco,tlapaneco central bajo,012,041,Malinaltepec,0,1.0
0508,tlapaneco,tlapaneco central bajo,012,052,San Luis Acatlán,1,0.5
0508,tlapaneco,tlapaneco del suroeste,012,076,Acatepec,1,0.5
0508,tlapaneco,tlapaneco del suroeste,012,012,Ayutla de los Libres,0,1.0
0508,tlapaneco,tlapaneco del suroeste,012,052,San Luis Acatlán,1,0.5
0508,tlapaneco,tlapaneco del suroeste,012,063,Tlacoapa,1,0.5
0508,tlapaneco,tlapaneco del suroeste,012,072,Zapotitlán Tablas,1,0.5
0508,tlapaneco,tlapaneco del este,012,001,Acapulco,0,1.0
0508,tlapaneco,tlapaneco del este,012,009,Atlamajalcingo del Monte,0,1.0
0508,tlapaneco,tlapaneco del este,012,043,Metlatónoc,0,1.0
0508,tlapaneco,tlapaneco del este,012,066,Tlapa de Comonfort,1,0.5
0508,tlapaneco,tlapaneco del centro,012,063,Tlacoapa,1,0.5
0508,tlapaneco,tlapaneco del norte,012,076,Acatepec,1,0.5
0508,tlapaneco,tlapaneco del norte,012,020,Copanatoyac,0,1.0
0508,tlapaneco,tlapaneco del norte,012,066,Tlapa de Comonfort,1,0.5
0508,tlapaneco,tlapaneco del norte,012,072,Zapotitlán Tablas,1,0.5
0508,tlapaneco,tlapaneco del noroeste alto,012,010,Atlixtac,1,0.5
0508,tlapaneco,tlapaneco del noroeste bajo,012,010,Atlixtac,1,0.5
0518,triqui,triqui de San Juan Copala,020,469,Santiago Juxtlahuaca,0,1.0
0518,triqui,triqui de la media,020,240,San Martín Itunyoso,0,1.0
0518,triqui,triqui de la alta,020,073,Putla Villa de Guerrero,1,0.5
0518,triqui,triqui de la baja,020,020,Constancia del Rosario,0,1.0
0518,triqui,triqui de la baja,020,073,Putla Villa de Guerrero,1,0.5
0513,zapoteco,zapoteco de Texmelucan,020,229,San Lorenzo Texmelucan,0,1.0
0513,zapoteco,"zapoteco de la Sierra sur, noroeste bajo",020,277,Villa Sola de Vega,1,0.5
0513,zapoteco,"zapoteco de la Sierra sur, noroeste",020,448,Santa María Zaniza,0,1.0
0513,zapoteco,"zapoteco de la Sierra sur, noroeste",020,491,Santiago Textitlán,0,1.0
0513,zapoteco,"zapoteco de la Sierra sur, noroeste",020,277,Villa Sola de Vega,1,0.5
0513,zapoteco,zapoteco de San Antonino el Alto,020,104,San Antonino el Alto,0,1.0
0513,zapoteco,"zapoteco de la Sierra sur, oeste bajo",020,271,San Miguel Mixtepec,0,1.0
0513,zapoteco,"zapoteco de la Sierra sur, oeste bajo",020,378,Santa Cruz Mixtepec,0,1.0
0513,zapoteco,"zapoteco de la Sierra sur, noroeste alto",020,420,Santa María Lachixío,0,1.0
0513,zapoteco,"zapoteco de la Sierra sur, noroeste alto",020,535,San Vicente Lachixío,0,1.0
0513,zapoteco,zapoteco de San Miguel Aloápam,020,260,San Miguel Aloápam,0,1.0
0513,zapoteco,"zapoteco serrano, del noroeste",020,001,Abejones,0,1.0
0513,zapoteco,"zapoteco serrano, del noroeste",020,419,Santa María Jaltianguis,0,1.0
0513,zapoteco,"zapoteco serrano, del oeste",020,504,Nuevo Zoquiápam,0,1.0
0513,zapoteco,"zapoteco serrano, del oeste",020,173,San Juan Atepec,0,1.0
0513,zapoteco,"zapoteco serrano, del oeste",020,196,San Juan Evangelista Analco,0,1.0
0513,zapoteco,"zapoteco serrano, del oeste",020,267,San Miguel del Río,0,1.0
0513,zapoteco,"zapoteco serrano, del oeste",020,296,San Pablo Macuiltianguis,0,1.0
0513,zapoteco,"zapoteco serrano, del oeste",020,363,Santa Catarina Ixtepeji,0,1.0
0513,zapoteco,"zapoteco serrano, bajo",020,247,Capulálpam de Méndez,0,1.0
0513,zapoteco,"zapoteco serrano, bajo",020,035,Guelatao de Juárez,0,1.0
0513,zapoteco,"zapoteco serrano, bajo",020,042,Ixtlán de Juárez,1,0.5
0513,zapoteco,"zapoteco serrano, bajo",020,062,Natividad,0,1.0
0513,zapoteco,"zapoteco serrano, bajo",020,191,San Juan Chicomezúchil,0,1.0
0513,zapoteco,"zapoteco serrano, bajo",020,262,San Miguel Amatlán,0,1.0
0513,zapoteco,"zapoteco serrano, bajo",020,365,Santa Catarina Lachatao,0,1.0
0513,zapoteco,"zapoteco serrano, bajo",020,443,Santa María Yavesía,0,1.0
0513,zapoteco,"zapoteco serrano, bajo",020,496,Santiago Xiacuí,0,1.0
0513,zapoteco,"zapoteco serrano, del noroeste bajo",020,042,Ixtlán de Juárez,1,0.5
0513,zapoteco,"zapoteco serrano, del noroeste bajo",020,222,San Juan Yaeé,0,1.0
0513,zapoteco,"zapoteco serrano, del noroeste bajo",020,223,San Juan Yatzona,0,1.0
0513,zapoteco,"zapoteco serrano, del noroeste bajo",020,288,San Miguel Yotao,0,1.0
0513,zapoteco,"zapoteco serrano, del noroeste bajo",020,335,San Pedro Yaneri,0,1.0
0513,zapoteco,"zapoteco serrano, del noroeste bajo",020,457,Santiago Camotlán,0,1.0
0513,zapoteco,"zapoteco serrano, del noroeste bajo",020,471,Santiago Lalopa,0,1.0
0513,zapoteco,"zapoteco serrano, del noroeste bajo",020,514,Santo Domingo Roayaga,0,1.0
0513,zapoteco,"zapoteco serrano, del noroeste bajo",020,280,Villa Talea de Castro,0,1.0
0513,zapoteco,"zapoteco serrano, del noroeste bajo",020,541,Tanetze de Zaragoza,0,1.0
0513,zapoteco,zapoteco de Santa María Temaxcalapa,020,432,Santa María Temaxcalapa,0,1.0
0513,zapoteco,zapoteco del oeste de Tuxtepec,020,189,San Juan Comaltepec,0,1.0
0513,zapoteco,zapoteco del oeste de Tuxtepec,020,205,San Juan Lalana,0,1.0
0513,zapoteco,zapoteco del oeste de Tuxtepec,020,460,Santiago Choápam,0,1.0
0513,zapoteco,zapoteco de Santiago Yaveo,020,498,Santiago Yaveo,0,1.0
0513,zapoteco,"zapoteco serrano, del este",020,156,San Ildefonso Villa Alta,1,0.5
0513,zapoteco,"zapoteco serrano, del sureste",020,100,San Andrés Yaá,0,1.0
0513,zapoteco,"zapoteco serrano, del sureste",020,114,San Baltazar Yatzachi el Bajo,1,0.5
0513,zapoteco,"zapoteco serrano, del sureste",020,156,San Ildefonso Villa Alta,1,0.5
0513,zapoteco,"zapoteco serrano, del sureste",020,257,San Melchor Betaza,0,1.0
0513,zapoteco,"zapoteco serrano, del sureste",020,038,Villa Hidalgo Yalálag,0,1.0
0513,zapoteco,"zapoteco serrano, del sureste medio",020,097,San Andrés Solaga,1,0.5
0513,zapoteco,"zapoteco serrano, del sureste medio",020,120,San Bartolomé Zoogocho,0,1.0
0513,zapoteco,"zapoteco serrano, del sureste medio",020,114,San Baltazar Yatzachi el Bajo,1,0.5
0513,zapoteco,"zapoteco serrano, del sureste medio",020,503,Santiago Zoochila,0,1.0
0513,zapoteco,"zapoteco serrano, del sureste medio",020,442,Santa María Yalina,0,1.0
0513,zapoteco,"zapoteco serrano, del sureste alto",020,216,San Juan Tabaá,0,1.0
0513,zapoteco,"zapoteco serrano, del sureste alto",020,097,San Andrés Solaga,1,0.5
0513,zapoteco,zapoteco de Santiago Laxopa,020,473,Santiago Laxopa,0,1.0
0513,zapoteco,"zapoteco serrano, del sureste bajo",020,138,San Francisco Cajonos,0,1.0
0513,zapoteco,"zapoteco serrano, del sureste bajo",020,246,San Mateo Cajonos,0,1.0
0513,zapoteco,"zapoteco serrano, del sureste bajo",020,299,San Pablo Yaganiza,0,1.0
0513,zapoteco,"zapoteco serrano, del sureste bajo",020,303,San Pedro Cajonos,0,1.0
0513,zapoteco,"zapoteco serrano, del oeste medio",020,359,Santa Ana Yareni,0,1.0
0513,zapoteco,"zapoteco serrano, del oeste medio",020,544,Teococuilco de Marcos Pérez,0,1.0
0513,zapoteco,zapoteco de Valles del sur,020,015,Coatecas Altas,0,1.0
0513,zapoteco,zapoteco de Valles del sur,020,028,Heróica Ciudad de Ejutla de Crespo,0,1.0
0513,zapoteco,zapoteco de Valles del sur,020,072,San José del Progreso,0,1.0
0513,zapoteco,zapoteco de San Vicente Coatlán,020,534,San Vicente Coatlán,0,1.0
0513,zapoteco,"zapoteco de la Sierra sur, del este bajo",020,059,Miahuatlán de Porfirio Díaz,1,0.5
0513,zapoteco,"zapoteco de la Sierra sur, del este bajo",020,159,San Jerónimo Coatlán,1,0.5
0513,zapoteco,"zapoteco de la Sierra sur, del este bajo",020,263,San Miguel Coatlán,0,1.0
0513,zapoteco,"zapoteco de la Sierra sur, del este bajo",020,291,San Pablo Coatlán,0,1.0
0513,zapoteco,zapoteco de la costa oeste,020,113,San Baltazar Loxicha,0,1.0
0513,zapoteco,zapoteco de la costa oeste,020,159,San Jerónimo Coatlán,1,0.5
0513,zapoteco,zapoteco de la costa oeste,020,439,Santa María Tonameca,1,0.5
0513,zapoteco,zapoteco de la costa oeste,020,509,Santo Domingo de Morelos,0,1.0
0513,zapoteco,zapoteco de la costa central,020,012,Candelaria Loxicha,0,1.0
0513,zapoteco,zapoteco de la costa central,020,071,Pluma Hidalgo,0,1.0
0513,zapoteco,zapoteco de la costa central,020,085,San Agustín Loxicha,0,1.0
0513,zapoteco,zapoteco de la costa central,020,117,San Bartolomé Loxicha,0,1.0
0513,zapoteco,zapoteco de la costa central,020,324,San Pedro Pochutla,0,1.0
0513,zapoteco,zapoteco de la costa central,020,401,Santa María Colotepec,0,1.0
0513,zapoteco,zapoteco de la costa central,020,413,Santa María Huatulco,0,1.0
0513,zapoteco,zapoteco de la costa central,020,439,Santa María Tonameca,1,0.5
0513,zapoteco,"zapoteco de la Sierra sur, central",020,059,Miahuatlán de Porfirio Díaz,1,0.5
0513,zapoteco,"zapoteco de la Sierra sur, central",020,095,San Andrés Paxtlán,0,1.0
0513,zapoteco,"zapoteco de la Sierra sur, central",020,384,Santa Cruz Xitla,0,1.0
0513,zapoteco,"zapoteco de la Sierra sur, central",020,362,Santa Catarina Cuixtla,0,1.0
0513,zapoteco,"zapoteco de la Sierra sur, central",020,391,Santa Lucía Miahuatlán,0,1.0
0513,zapoteco,"zapoteco de la Sierra sur, central",020,533,Santo Tomás Tamazulapan,0,1.0
0513,zapoteco,"zapoteco de la Sierra sur, noreste",020,125,San Carlos Yautepec,1,0.25
0513,zapoteco,"zapoteco de la Sierra sur, noreste",020,126,San Cristóbal Amatlán,1,0.3333333333333333
0513,zapoteco,"zapoteco de la Sierra sur, noreste",020,170,San José Lachiguiri,0,1.0
0513,zapoteco,"zapoteco de la Sierra sur, noreste",020,209,San Juan Mixtepec Distrito 26,0,1.0
0513,zapoteco,"zapoteco de la Sierra sur, noreste",020,319,San Pedro Mixtepec Distrito 26,0,1.0
0513,zapoteco,"zapoteco de la Sierra sur, noreste",020,316,San Pedro Mártir Quiéchapa,0,1.0
0513,zapoteco,"zapoteco de la Sierra sur, noroeste medio",020,125,San Carlos Yautepec,1,0.25
0513,zapoteco,"zapoteco de la Sierra sur, noroeste medio",020,361,Santa Catalina Quierí,0,1.0
0513,zapoteco,"zapoteco de la Sierra sur, noroeste medio",020,074,Santa Catarina Quioquitani,0,1.0
0513,zapoteco,zapoteco de Quiavicuzas,020,125,San Carlos Yautepec,1,0.25
0513,zapoteco,"zapoteco de la Sierra sur, del norte",020,126,San Cristóbal Amatlán,1,0.3333333333333333
0513,zapoteco,"zapoteco de la Sierra sur, del norte",020,154,San Ildefonso Amatlán,0,1.0
0513,zapoteco,"zapoteco de la Sierra sur, del norte",020,235,San Luis Amatlán,0,1.0
0513,zapoteco,zapoteco de la costa noreste,020,211,San Juan Ozolotepec,1,0.3333333333333333
0513,zapoteco,zapoteco de la costa noreste,020,236,San Marcial Ozolotepec,0,1.0
0513,zapoteco,zapoteco de la costa noreste,020,253,San Mateo Piñas,0,1.0
0513,zapoteco,zapoteco de la costa noreste,020,279,San Miguel Suchixtepec,0,1.0
0513,zapoteco,zapoteco de la costa noreste,020,306,San Pedro El Alto,0,1.0
0513,zapoteco,zapoteco de la costa noreste,020,347,San Sebastián Río Hondo,0,1.0
0513,zapoteco,zapoteco de la costa noreste,020,424,Santa María Ozolotepec,0,1.0
0513,zapoteco,zapoteco de la costa noreste,020,512,Santo Domingo Ozolotepec,0,1.0
0513,zapoteco,zapoteco de Mixtepec,020,126,San Cristóbal Amatlán,1,0.3333333333333333
0513,zapoteco,"zapoteco de la Sierra sur, del sureste bajo",020,495,Santiago Xánica,1,0.5
0513,zapoteco,"zapoteco de la Sierra sur, del sureste alto",020,148,San Francisco Ozolotepec,1,0.5
0513,zapoteco,"zapoteco de la Sierra sur, del sureste alto",020,211,San Juan Ozolotepec,1,0.3333333333333333
0513,zapoteco,zapoteco de Santa María Quiegolani,020,428,Santa María Quiegolani,0,1.0
0513,zapoteco,zapoteco de San Bartolo Yautepec,020,122,San Bartolo Yautepec,0,1.0
0513,zapoteco,zapoteco de Asunción Tlacolulita,020,008,Asunción Tlacolulita,0,1.0
0513,zapoteco,zapoteco de la costa este,020,148,San Francisco Ozolotepec,1,0.5
0513,zapoteco,zapoteco de la costa este,020,211,San Juan Ozolotepec,1,0.3333333333333333
0513,zapoteco,zapoteco de la costa este,020,266,San Miguel del Puerto,0,1.0
0513,zapoteco,zapoteco de la costa este,020,495,Santiago Xánica,1,0.5
0513,zapoteco,"zapoteco de Valles, oeste",020,048,Magdalena Mixtepec,0,1.0
0513,zapoteco,"zapoteco de Valles, oeste",020,123,San Bernardo Mixtepec,0,1.0
0513,zapoteco,"zapoteco de Valles, oeste",020,292,San Pablo Cuatro Venados,0,1.0
0513,zapoteco,"zapoteco de Valles, oeste",020,295,San Pablo Huixtepec,0,1.0
0513,zapoteco,zapoteco de San Felipe Tejalápam,020,135,San Felipe Tejalápam,0,1.0
0513,zapoteco,"zapoteco de Valles, noroeste",020,084,San Agustín Etla,0,1.0
0513,zapoteco,"zapoteco de Valles, noroeste",020,102,San Andrés Zautla,0,1.0
0513,zapoteco,"zapoteco de Valles, noroeste",020,293,San Pablo Etla,0,1.0
0513,zapoteco,"zapoteco de Valles, noroeste",020,399,Santa María Atzompa,0,1.0
0513,zapoteco,"zapoteco de Valles, noroeste",020,531,Santo Tomás Mazaltepec,0,1.0
0513,zapoteco,"zapoteco de Valles, noroeste",020,338,Villa de Etla,0,1.0
0513,zapoteco,"zapoteco de Valles, norte",020,091,San Andrés Huayápam,0,1.0
0513,zapoteco,"zapoteco de Valles, norte",020,521,Santo Domingo Tonaltepec,0,1.0
0513,zapoteco,"zapoteco de Valles, norte",020,553,Tlalixtac de Cabrera,0,1.0
0513,zapoteco,"zapoteco de Valles, del noroeste medio",020,067,Oaxaca de Juárez,0,1.0
0513,zapoteco,"zapoteco de Valles, del noroeste medio",020,107,San Antonio de la Cal,0,1.0
0513,zapoteco,"zapoteco de Valles, del noroeste medio",020,350,San Sebastián Tutla,0,1.0
0513,zapoteco,"zapoteco de Valles, del noroeste medio",020,385,Santa Cruz Xoxocotlán,0,1.0
0513,zapoteco,"zapoteco de Valles, del noroeste medio",020,390,Santa Lucía del Camino,0,1.0
0513,zapoteco,"zapoteco de Valles, del noroeste medio",020,411,Santa María Guelacé,0,1.0
0513,zapoteco,"zapoteco de Valles, del noroeste medio",020,409,Santa María del Tule,0,1.0
0513,zapoteco,"zapoteco de Valles, del noroeste bajo",020,115,San Bartolo Coyotepec,0,1.0
0513,zapoteco,"zapoteco de Valles, del noroeste bajo",020,403,Santa María Coyotepec,0,1.0
0513,zapoteco,"zapoteco de Valles, del noroeste bajo",020,565,Villa de Zaachila,0,1.0
0513,zapoteco,"zapoteco de Valles, del suroeste medio",020,007,Asunción Ocotlán,0,1.0
0513,zapoteco,"zapoteco de Valles, del suroeste medio",020,049,Magdalena Ocotlán,0,1.0
0513,zapoteco,"zapoteco de Valles, del suroeste medio",020,315,San Pedro Mártir,0,1.0
0513,zapoteco,"zapoteco de Valles, del suroeste medio",020,301,San Pedro Apóstol,0,1.0
0513,zapoteco,zapoteco de Zimatlán de Álvarez,020,570,Zimatlán de Álvarez,0,1.0
0513,zapoteco,"zapoteco de Valles, del oeste central",020,360,Santa Ana Zegache,0,1.0
0513,zapoteco,"zapoteco de Valles, del oeste central",020,389,Santa Inés Yatzeche,0,1.0
0513,zapoteco,"zapoteco de Valles, del centro",020,530,Santo Tomás Jalieza,1,0.5
0513,zapoteco,"zapoteco de Valles, de suroeste alto",020,452,Santiago Apóstol,0,1.0
0513,zapoteco,"zapoteco de Valles, del suroeste central",020,068,Ocotlán de Morelos,0,1.0
0513,zapoteco,"zapoteco de Valles, del suroeste central",020,103,San Antonino Castillo Velasco,0,1.0
0513,zapoteco,"zapoteco de Valles, del suroeste central",020,162,San Jerónimo Taviche,0,1.0
0513,zapoteco,"zapoteco de Valles, del suroeste central",020,238,San Martín de los Cansecos,0,1.0
0513,zapoteco,"zapoteco de Valles, del suroeste central",020,368,Santa Catarina Minas,0,1.0
0513,zapoteco,"zapoteco de Valles, del suroeste central",020,393,Santa Lucía Ocotlán,0,1.0
0513,zapoteco,"zapoteco de Valles, del centro bajo",020,284,San Miguel Tilquiápam,0,1.0
0513,zapoteco,"zapoteco de Valles, del norte central",020,051,Magdalena Teitipac,0,1.0
0513,zapoteco,"zapoteco de Valles, del norte central",020,118,San Bartolomé Quialana,0,1.0
0513,zapoteco,"zapoteco de Valles, del norte central",020,145,San Francisco Lachigoló,0,1.0
0513,zapoteco,"zapoteco de Valles, del norte central",020,550,San Jerónimo Tlacochahuaya,0,1.0
0513,zapoteco,"zapoteco de Valles, del norte central",020,219,San Juan Teitipac,0,1.0
0513,zapoteco,"zapoteco de Valles, del norte central",020,233,San Lucas Quiavini,0,1.0
0513,zapoteco,"zapoteco de Valles, del norte central",020,243,San Martín Tilcajete,0,1.0
0513,zapoteco,"zapoteco de Valles, del norte central",020,343,San Sebastián Abasolo,0,1.0
0513,zapoteco,"zapoteco de Valles, del norte central",020,349,San Sebastián Teitipac,0,1.0
0513,zapoteco,"zapoteco de Valles, del norte central",020,356,Santa Ana del Valle,0,1.0
0513,zapoteco,"zapoteco de Valles, del norte central",020,380,Santa Cruz Papalutla,0,1.0
0513,zapoteco,"zapoteco de Valles, del norte central",020,530,Santo Tomás Jalieza,1,0.5
0513,zapoteco,"zapoteco de Valles, del norte central",020,546,Teotitlán del Valle,0,1.0
0513,zapoteco,"zapoteco de Valles, del norte central",020,551,Tlacolula de Matamoros,0,1.0
0513,zapoteco,"zapoteco de Valles, del norte central",020,560,Villa Díaz Ordaz,1,0.5
0513,zapoteco,"zapoteco de Valles, del este central",020,131,San Dionisio Ocotepec,1,0.5
0513,zapoteco,"zapoteco de Valles, del este central",020,475,Santiago Matatlán,1,0.5
0513,zapoteco,zapoteco de San Baltazar Chichicapam,020,112,San Baltazar Chichicapam,0,1.0
0513,zapoteco,"zapoteco de Valles, del este medio",020,131,San Dionisio Ocotepec,1,0.5
0513,zapoteco,"zapoteco de Valles, del este medio",020,194,San Juan del Río,0,1.0
0513,zapoteco,"zapoteco de Valles, del este medio",020,226,San Lorenzo Albarradas,1,0.5
0513,zapoteco,"zapoteco de Valles, del este medio",020,298,San Pablo Villa de Mitla,1,0.5
0513,zapoteco,"zapoteco de Valles, del este medio",020,475,Santiago Matatlán,1,0.5
0513,zapoteco,"zapoteco de Sierra sur, del noreste alto",020,064,Nejapa de Madero,0,1.0
0513,zapoteco,"zapoteco de Sierra sur, del noreste alto",020,125,San Carlos Yautepec,1,0.25
0513,zapoteco,"zapoteco de Valles, del noreste",020,226,San Lorenzo Albarradas,1,0.5
0513,zapoteco,"zapoteco de Valles, del noreste",020,298,San Pablo Villa de Mitla,1,0.5
0513,zapoteco,"zapoteco de Valles, del noreste",020,506,Santo Domingo Albarradas,0,1.0
0513,zapoteco,"zapoteco de Valles, del noreste",020,560,Villa Díaz Ordaz,1,0.5
0513,zapoteco,"zapoteco de la montaña del Istmo, alto",020,440,Santa María Totolapilla,0,1.0
0513,zapoteco,"zapoteco de la montaña del Istmo, alto",020,470,Santiago Lachiguiri,0,1.0
0513,zapoteco,"zapoteco de la montaña del Istmo, bajo",020,036,Guevea de Humboldt,0,1.0
0513,zapoteco,"zapoteco de la montaña del Istmo, bajo",020,412,Santa María Guienagati,0,1.0
0513,zapoteco,zapoteco de Petapa,020,427,Santa María Petapa,0,1.0
0513,zapoteco,zapoteco de Petapa,020,513,Santo Domingo Petapa,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,005,Asunción Ixtaltepec,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,025,Chahuites,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,014,Ciudad Ixtepec,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,030,El Espinal,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,043,Juchitán de Zaragoza,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,053,Magdalena Tlacotepec,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,075,Reforma de Pineda,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,079,Salina Cruz,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,124,San Blas Atempa,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,143,San Francisco Ixhuatán,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,198,San Juan Guichicovi,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,305,San Pedro Comitancillo,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,308,San Pedro Huilotepec,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,327,San Pedro Tapanatepec,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,418,Santa María Jalapa del Marqués,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,421,Santa María Mixtequilla,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,441,Santa María Xadani,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,472,Santiago Laollaga,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,508,Santo Domingo Chihuitán,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,505,Santo Domingo Ingenio,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,515,Santo Domingo Tehuantepec,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,525,Santo Domingo Zanatepec,0,1.0
0513,zapoteco,zapoteco de la planicie costera,020,557,Unión Hidalgo,0,1.0
0609,Akateko,Akateko,004,004,Champotón,0,1.0
0609,Akateko,Akateko,007,034,Frontera Comalapa,0,1.0
0609,Akateko,Akateko,007,099,La Trinitaria,0,1.0
0609,Akateko,Akateko,023,004,Othón P. Blanco,0,1.0
0619,Awakateko,Awakateko,004,004,Champotón,0,1.0
0605,chontal de Tabasco,chontal de Tabasco central,027,010,Jalpa de Méndez,0,1.0
0605,chontal de Tabasco,chontal de Tabasco central,027,013,Nacajuca,0,1.0
0605,chontal de Tabasco,chontal de Tabasco del este,027,004,Centro,0,1.0
0605,chontal de Tabasco,chontal de Tabasco del sureste,027,012,Macuspana,0,1.0
0605,chontal de Tabasco,chontal de Tabasco del norte,027,003,Centla,0,1.0
0612,Chuj,Chuj,004,002,Campeche,0,1.0
