cve_ageb,alcaldia,POBTOT,PHOG_IND,P3YM_HLI,P3HLINHE,P_3YMAS,P_15YMAS,PSINDER,VIVPARH_CV,VPH_INTER,VPH_PC,VPH_CEL,VPH_RADIO,VPH_STVP,VPH_SPMVPI,VPH_SINTIC,GRAPROES,im_conapo,gm_conapo,grs_coneval,tasa_phog_ind,tasa_p3ym_hli,tasa_p3hlinhe,tasa_psinder,tasa_vph_inter,tasa_vph_pc,tasa_vph_cel,tasa_vph_radio,tasa_vph_stvp,tasa_vph_spmvpi,tasa_vph_sintic,gm_orden,grs_orden
0901600011137,Miguel Hidalgo,3762,49,27,0,3678,3261,598,1241,1019,824,1153,1002,672,517,0,12.47,0.9686,Muy bajo,Muy bajo,1.3,0.73,0.0,15.9,82.11,66.4,92.91,80.74,54.15,41.66,0.0,1.0,1.0
0901600011156,Miguel Hidalgo,8675,159,66,0,8413,7209,1766,2927,2404,1949,2715,2428,1609,1368,10,12.17,0.9634,Bajo,Muy bajo,1.83,0.78,0.0,20.36,82.13,66.59,92.76,82.95,54.97,46.74,0.34,2.0,1.0
0901600011230,Miguel Hidalgo,682,0,14,0,658,565,91,192,189,178,189,136,167,148,0,14.74,0.9841,Muy bajo,Muy bajo,0.0,2.13,0.0,13.34,98.44,92.71,98.44,70.83,86.98,77.08,0.0,1.0,1.0
090160001125A,Miguel Hidalgo,1264,0,37,0,1231,1093,229,347,334,314,342,223,293,299,0,13.85,0.9767,Muy bajo,Muy bajo,0.0,3.01,0.0,18.12,96.25,90.49,98.56,64.27,84.44,86.17,0.0,1.0,1.0
0901600011283,Miguel Hidalgo,1905,3,8,0,897,809,142,607,275,278,281,226,248,237,0,14.58,0.9809,Muy bajo,Muy bajo,0.16,0.89,0.0,7.45,45.3,45.8,46.29,37.23,40.86,39.04,0.0,1.0,1.0
0901600011298,Miguel Hidalgo,1559,,14,,1522,1360,202,449,448,437,448,389,408,348,0,14.12,0.9778,Muy bajo,Muy bajo,,0.92,,12.96,99.78,97.33,99.78,86.64,90.87,77.51,0.0,1.0,1.0
0901600010088,Miguel Hidalgo,89,0,0,0,89,87,16,48,47,47,48,41,39,30,0,14.53,0.9843,Muy bajo,Muy bajo,0.0,0.0,0.0,17.98,97.92,97.92,100.0,85.42,81.25,62.5,0.0,1.0,1.0
0901600010815,Miguel Hidalgo,2767,34,24,0,2660,2309,671,806,702,612,776,605,558,465,,12.39,0.9632,Bajo,Muy bajo,1.23,0.9,0.0,24.25,87.1,75.93,96.28,75.06,69.23,57.69,,2.0,1.0
0901600010868,Miguel Hidalgo,1152,3,17,0,1103,987,123,424,415,384,417,298,382,296,0,14.64,0.983,Muy bajo,Muy bajo,0.26,1.54,0.0,10.68,97.88,90.57,98.35,70.28,90.09,69.81,0.0,1.0,1.0
0901600010529,Miguel Hidalgo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,
090160001100A,Miguel Hidalgo,13,,,0,12,12,,3,,,3,,,,0,12.5,,,Muy bajo,,,0.0,,,,100.0,,,,0.0,,1.0
0901600010143,Miguel Hidalgo,6897,161,70,0,6681,5647,1538,2304,1891,1538,2172,1677,1151,1013,7,12.34,0.9638,Bajo,Muy bajo,2.33,1.05,0.0,22.3,82.07,66.75,94.27,72.79,49.96,43.97,0.3,2.0,1.0
0901600010887,Miguel Hidalgo,185,,4,0,179,167,27,66,64,60,62,63,49,50,0,14.56,0.9855,Muy bajo,Muy bajo,,2.23,0.0,14.59,96.97,90.91,93.94,95.45,74.24,75.76,0.0,1.0,1.0
0901600010425,Miguel Hidalgo,2723,25,13,0,2668,2409,515,1123,983,899,1071,888,650,575,,14.33,0.9785,Muy bajo,Muy bajo,0.92,0.49,0.0,18.91,87.53,80.05,95.37,79.07,57.88,51.2,,1.0,1.0
0901600010764,Miguel Hidalgo,349,10,7,0,343,313,51,183,180,165,180,166,150,141,0,15.51,0.9399,Medio,Muy bajo,2.87,2.04,0.0,14.61,98.36,90.16,98.36,90.71,81.97,77.05,0.0,3.0,1.0
0901600010139,Miguel Hidalgo,5001,41,22,,4842,4121,1060,1592,1258,1093,1490,1196,751,655,3,12.12,0.9641,Bajo,Muy bajo,0.82,0.45,,21.2,79.02,68.66,93.59,75.13,47.17,41.14,0.19,2.0,1.0
0901600010158,Miguel Hidalgo,4030,109,49,0,3903,3332,849,1365,1164,999,1305,1105,727,687,,12.67,0.9589,Bajo,Muy bajo,2.7,1.26,0.0,21.07,85.27,73.19,95.6,80.95,53.26,50.33,,2.0,1.0
0901600010196,Miguel Hidalgo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,
0901600010478,Miguel Hidalgo,6255,66,27,0,6026,5199,833,2645,2575,2470,2620,1961,1963,2070,,15.54,0.9836,Muy bajo,Muy bajo,1.06,0.45,0.0,13.32,97.35,93.38,99.05,74.14,74.22,78.26,,1.0,1.0
0901600010548,Miguel Hidalgo,2003,16,15,0,1968,1797,325,849,807,770,825,599,589,562,0,15.1,0.9806,Muy bajo,Muy bajo,0.8,0.76,0.0,16.23,95.05,90.69,97.17,70.55,69.38,66.2,0.0,1.0,1.0
0901600010482,Miguel Hidalgo,9902,128,77,4,9584,8312,1522,3840,3491,3186,3731,2935,2477,2516,7,14.11,0.9758,Muy bajo,Muy bajo,1.29,0.8,0.04,15.37,90.91,82.97,97.16,76.43,64.51,65.52,0.18,1.0,1.0
0901600010533,Miguel Hidalgo,7,,,,,,,,,,,,,,,,,,Muy bajo,,,,,,,,,,,,,1.0
0901600010035,Miguel Hidalgo,2,,,,,,,,,,,,,,,,,,Medio,,,,,,,,,,,,,3.0
0901600010270,Miguel Hidalgo,7375,79,36,0,7169,6164,1573,2448,1961,1646,2273,1907,1340,1003,4,11.89,0.9592,Bajo,Bajo,1.07,0.5,0.0,21.33,80.11,67.24,92.85,77.9,54.74,40.97,0.16,2.0,2.0
0901600010336,Miguel Hidalgo,1100,15,7,0,1076,964,249,412,365,336,388,316,262,217,0,14.3,0.9746,Muy bajo,Muy bajo,1.36,0.65,0.0,22.64,88.59,81.55,94.17,76.7,63.59,52.67,0.0,1.0,1.0
0901600010340,Miguel Hidalgo,1041,15,8,0,1013,904,273,375,286,256,346,301,191,164,0,12.55,0.9625,Bajo,Muy bajo,1.44,0.79,0.0,26.22,76.27,68.27,92.27,80.27,50.93,43.73,0.0,2.0,1.0
090160001036A,Miguel Hidalgo,3263,30,12,0,3174,2752,822,1028,777,532,908,883,433,239,17,10.95,0.937,Medio,Bajo,0.92,0.38,0.0,25.19,75.58,51.75,88.33,85.89,42.12,23.25,1.65,3.0,2.0
0901600010374,Miguel Hidalgo,5805,340,149,3,5660,4710,1494,1687,1192,825,1513,1377,725,437,8,10.67,0.9516,Bajo,Bajo,5.86,2.63,0.05,25.74,70.66,48.9,89.69,81.62,42.98,25.9,0.47,2.0,2.0
0901600010389,Miguel Hidalgo,4656,69,37,0,4505,3780,1141,1436,1048,803,1322,1165,669,479,4,11.01,0.9537,Bajo,Bajo,1.48,0.82,0.0,24.51,72.98,55.92,92.06,81.13,46.59,33.36,0.28,2.0,2.0
090160001043A,Miguel Hidalgo,1613,9,6,0,1584,1441,347,660,579,520,623,501,381,357,0,14.0,0.9771,Muy bajo,Muy bajo,0.56,0.38,0.0,21.51,87.73,78.79,94.39,75.91,57.73,54.09,0.0,1.0,1.0
0901600010444,Miguel Hidalgo,18174,101,76,0,17465,14978,2097,7376,7187,6867,7294,5753,5717,5903,,15.55,0.9774,Muy bajo,Muy bajo,0.56,0.44,0.0,11.54,97.44,93.1,98.89,78.0,77.51,80.03,,1.0,1.0
0901600010603,Miguel Hidalgo,2645,19,16,0,2573,2326,534,1063,967,863,1028,805,715,638,,14.29,0.9751,Muy bajo,Muy bajo,0.72,0.62,0.0,20.19,90.97,81.19,96.71,75.73,67.26,60.02,,1.0,1.0
0901600010641,Miguel Hidalgo,2207,6,11,0,2132,1919,199,966,920,893,955,785,829,743,0,15.53,0.978,Muy bajo,Muy bajo,0.27,0.52,0.0,9.02,95.24,92.44,98.86,81.26,85.82,76.92,0.0,1.0,1.0
0901600010707,Miguel Hidalgo,1745,15,12,0,1716,1575,244,757,715,688,738,588,523,518,0,15.14,0.9793,Muy bajo,Muy bajo,0.86,0.7,0.0,13.98,94.45,90.89,97.49,77.68,69.09,68.43,0.0,1.0,1.0
0901600010745,Miguel Hidalgo,2741,35,30,0,2638,2276,475,1060,997,919,1035,738,818,692,0,14.46,0.9581,Bajo,Muy bajo,1.28,1.14,0.0,17.33,94.06,86.7,97.64,69.62,77.17,65.28,0.0,2.0,1.0
090160001075A,Miguel Hidalgo,665,6,14,0,644,585,53,290,279,270,282,268,241,232,0,14.74,0.9711,Muy bajo,Muy bajo,0.9,2.17,0.0,7.97,96.21,93.1,97.24,92.41,83.1,80.0,0.0,1.0,1.0
0901600010961,Miguel Hidalgo,877,9,28,0,849,732,150,221,216,212,220,175,200,166,0,13.89,0.9741,Muy bajo,Muy bajo,1.03,3.3,0.0,17.1,97.74,95.93,99.55,79.19,90.5,75.11,0.0,1.0,1.0
0901600010976,Miguel Hidalgo,78,0,,0,78,77,10,26,24,22,22,21,20,15,,13.8,0.9795,Muy bajo,Muy bajo,0.0,,0.0,12.82,92.31,84.62,84.62,80.77,76.92,57.69,,1.0,1.0
0901600010980,Miguel Hidalgo,805,0,20,0,784,701,95,232,231,218,232,196,209,180,0,13.26,0.9839,Muy bajo,Muy bajo,0.0,2.55,0.0,11.8,99.57,93.97,100.0,84.48,90.09,77.59,0.0,1.0,1.0
0901600010995,Miguel Hidalgo,1836,28,33,0,1800,1661,414,623,578,556,609,535,495,403,0,13.98,0.9755,Muy bajo,Muy bajo,1.53,1.83,0.0,22.55,92.78,89.25,97.75,85.87,79.45,64.69,0.0,1.0,1.0
0901600011207,Miguel Hidalgo,8322,100,45,0,8140,7203,1736,3166,2829,2476,3024,2524,1954,1926,5,13.51,0.9686,Muy bajo,Muy bajo,1.2,0.55,0.0,20.86,89.36,78.21,95.51,79.72,61.72,60.83,0.16,1.0,1.0
0901600010783,Miguel Hidalgo,3448,3,10,0,3333,2920,355,1469,1430,1363,1442,1259,1208,1138,0,15.34,0.9806,Muy bajo,Muy bajo,0.09,0.3,0.0,10.3,97.35,92.78,98.16,85.7,82.23,77.47,0.0,1.0,1.0
0901600011122,Miguel Hidalgo,2020,27,11,0,1967,1653,587,607,418,300,561,515,307,182,3,10.71,0.939,Medio,Bajo,1.34,0.56,0.0,29.06,68.86,49.42,92.42,84.84,50.58,29.98,0.49,3.0,2.0
0901600010675,Miguel Hidalgo,2612,10,15,0,2528,2250,228,1186,1145,1092,1165,1010,988,923,,15.46,0.9721,Muy bajo,Muy bajo,0.38,0.59,0.0,8.73,96.54,92.07,98.23,85.16,83.31,77.82,,1.0,1.0
0901600010779,Miguel Hidalgo,1328,4,7,0,1288,1151,145,641,622,601,634,532,557,481,0,15.46,0.9764,Muy bajo,Muy bajo,0.3,0.54,0.0,10.92,97.04,93.76,98.91,83.0,86.9,75.04,0.0,1.0,1.0
0901600010834,Miguel Hidalgo,555,0,10,0,536,448,106,183,168,150,179,147,142,125,0,13.55,0.9741,Muy bajo,Muy bajo,0.0,1.87,0.0,19.1,91.8,81.97,97.81,80.33,77.6,68.31,0.0,1.0,1.0
0901600011349,Miguel Hidalgo,15549,212,107,,15093,12942,3927,4732,3756,2680,4279,3730,2213,1482,21,11.0,0.9539,Bajo,Bajo,1.36,0.71,,25.26,79.37,56.64,90.43,78.83,46.77,31.32,0.44,2.0,2.0
0901600010872,Miguel Hidalgo,1363,10,18,0,624,565,79,446,186,177,187,176,161,141,0,14.09,0.9782,Muy bajo,Muy bajo,0.73,2.88,0.0,5.8,41.7,39.69,41.93,39.46,36.1,31.61,0.0,1.0,1.0
0901600010919,Miguel Hidalgo,722,,18,0,706,626,97,228,223,215,224,193,193,189,0,14.03,0.9648,Bajo,Muy bajo,,2.55,0.0,13.43,97.81,94.3,98.25,84.65,84.65,82.89,0.0,2.0,1.0
0901600010251,Miguel Hidalgo,8170,143,63,0,7965,6712,1932,2522,1962,1534,2321,2061,1317,921,6,11.44,0.9566,Bajo,Bajo,1.75,0.79,0.0,23.65,77.8,60.82,92.03,81.72,52.22,36.52,0.24,2.0,2.0
090160001132A,Miguel Hidalgo,2889,29,21,0,2807,2403,767,964,702,545,862,741,483,256,8,11.5,0.955,Bajo,Bajo,1.0,0.75,0.0,26.55,72.82,56.54,89.42,76.87,50.1,26.56,0.83,2.0,2.0
090160001004A,Miguel Hidalgo,7185,314,136,0,6951,5919,1580,2405,1726,1380,2211,1989,1136,727,6,11.18,0.9557,Bajo,Bajo,4.37,1.96,0.0,21.99,71.77,57.38,91.93,82.7,47.23,30.23,0.25,2.0,2.0
0901600010957,Miguel Hidalgo,83,0,,0,83,70,18,22,20,18,19,19,16,15,0,14.46,0.9783,Muy bajo,Muy bajo,0.0,,0.0,21.69,90.91,81.82,86.36,86.36,72.73,68.18,0.0,1.0,1.0
0901600010410,Miguel Hidalgo,1560,11,11,0,1534,1418,267,595,554,512,582,445,415,386,0,14.77,0.9838,Muy bajo,Muy bajo,0.71,0.72,0.0,17.12,93.11,86.05,97.82,74.79,69.75,64.87,0.0,1.0,1.0
0901600010162,Miguel Hidalgo,4905,46,16,0,4777,4091,1062,1730,1474,1267,1630,1366,1046,928,,13.16,0.9655,Bajo,Muy bajo,0.94,0.33,0.0,21.65,85.2,73.24,94.22,78.96,60.46,53.64,,2.0,1.0
0901600010459,Miguel Hidalgo,3824,82,35,0,3723,3252,889,1369,1149,1025,1303,1089,852,730,3,12.95,0.9653,Bajo,Muy bajo,2.14,0.94,0.0,23.25,83.93,74.87,95.18,79.55,62.24,53.32,0.22,2.0,1.0
090160001050A,Miguel Hidalgo,4753,106,41,0,4620,3993,1110,1732,1313,1015,1567,1421,825,609,3,11.43,0.9591,Bajo,Bajo,2.23,0.89,0.0,23.35,75.81,58.6,90.47,82.04,47.63,35.16,0.17,2.0,2.0
0901600010552,Miguel Hidalgo,1276,39,18,0,1237,1106,258,439,379,346,417,333,266,268,,13.71,0.9704,Muy bajo,Muy bajo,3.06,1.46,0.0,20.22,86.33,78.82,94.99,75.85,60.59,61.05,,1.0,1.0
0901600010393,Miguel Hidalgo,10717,175,76,,10439,9081,2091,3687,3027,2552,3436,2764,2043,1720,11,12.38,0.9624,Bajo,Muy bajo,1.63,0.73,,19.51,82.1,69.22,93.19,74.97,55.41,46.65,0.3,2.0,1.0
090160001082A,Miguel Hidalgo,2213,71,40,0,2163,1888,639,610,458,355,564,459,350,141,4,11.76,0.9533,Bajo,Bajo,3.21,1.85,0.0,28.87,75.08,58.2,92.46,75.25,57.38,23.11,0.66,2.0,2.0
0901600010317,Miguel Hidalgo,1962,35,15,0,1935,1791,314,835,721,641,772,635,521,459,8,14.25,0.9773,Muy bajo,Muy bajo,1.78,0.78,0.0,16.0,86.35,76.77,92.46,76.05,62.4,54.97,0.96,1.0,1.0
0901600010105,Miguel Hidalgo,5129,97,47,0,5007,4330,1225,1609,1164,892,1431,1292,587,429,29,11.24,0.9492,Bajo,Bajo,1.89,0.94,0.0,23.88,72.34,55.44,88.94,80.3,36.48,26.66,1.8,2.0,2.0
090160001011A,Miguel Hidalgo,5077,82,36,0,4964,4232,1261,1531,1188,929,1434,1216,745,503,5,11.56,0.9606,Bajo,Bajo,1.62,0.73,0.0,24.84,77.6,60.68,93.66,79.43,48.66,32.85,0.33,2.0,2.0
0901600010247,Miguel Hidalgo,10020,174,70,0,9751,8258,2338,2982,2284,1846,2712,2373,1366,1034,14,11.44,0.9574,Bajo,Bajo,1.74,0.72,0.0,23.33,76.59,61.9,90.95,79.58,45.81,34.67,0.47,2.0,2.0
0901600010321,Miguel Hidalgo,2123,37,17,0,2084,1882,388,839,743,668,790,625,517,419,0,14.18,0.9795,Muy bajo,Muy bajo,1.74,0.82,0.0,18.28,88.56,79.62,94.16,74.49,61.62,49.94,0.0,1.0,1.0
0901600010586,Miguel Hidalgo,43,6,6,0,42,38,4,14,13,10,13,9,9,8,0,13.42,,,Muy bajo,13.95,14.29,0.0,9.3,92.86,71.43,92.86,64.29,64.29,57.14,0.0,,1.0
0901600010590,Miguel Hidalgo,782,13,6,0,763,680,161,320,284,263,302,242,215,205,0,14.54,0.9744,Muy bajo,Muy bajo,1.66,0.79,0.0,20.59,88.75,82.19,94.38,75.62,67.19,64.06,0.0,1.0,1.0
0901600011052,Miguel Hidalgo,848,5,16,0,832,725,85,256,244,230,249,209,224,192,,14.45,0.9832,Muy bajo,Muy bajo,0.59,1.92,0.0,10.02,95.31,89.84,97.27,81.64,87.5,75.0,,1.0,1.0
0901600010923,Miguel Hidalgo,1521,,21,0,1501,1300,187,436,428,403,430,377,398,333,,14.21,0.9797,Muy bajo,Muy bajo,,1.4,0.0,12.29,98.17,92.43,98.62,86.47,91.28,76.38,,1.0,1.0
0901600011048,Miguel Hidalgo,1082,,6,0,723,639,105,310,189,182,187,160,169,151,0,13.69,0.9645,Bajo,Muy bajo,,0.83,0.0,9.7,60.97,58.71,60.32,51.61,54.52,48.71,0.0,2.0,1.0
0901600011067,Miguel Hidalgo,639,6,,0,343,310,45,214,115,110,118,93,111,101,0,14.69,0.975,Muy bajo,Muy bajo,0.94,,0.0,7.04,53.74,51.4,55.14,43.46,51.87,47.2,0.0,1.0,1.0
0901600011014,Miguel Hidalgo,265,0,0,0,254,222,50,92,85,85,92,88,71,53,0,15.22,0.9826,Muy bajo,Muy bajo,0.0,0.0,0.0,18.87,92.39,92.39,100.0,95.65,77.17,57.61,0.0,1.0,1.0
0901600011194,Miguel Hidalgo,1448,17,11,0,1424,1230,389,501,432,381,475,395,290,230,0,13.17,0.9646,Bajo,Muy bajo,1.17,0.77,0.0,26.86,86.23,76.05,94.81,78.84,57.88,45.91,0.0,2.0,1.0
0901600011086,Miguel Hidalgo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,
0901600011141,Miguel Hidalgo,3492,66,23,0,3396,2988,888,1165,954,785,1077,910,648,595,5,12.33,0.9617,Bajo,Muy bajo,1.89,0.68,0.0,25.43,81.89,67.38,92.45,78.11,55.62,51.07,0.43,2.0,1.0
0901600011160,Miguel Hidalgo,7005,107,50,0,6869,6156,1621,2664,2327,2056,2522,2165,1635,1447,3,13.69,0.9672,Muy bajo,Muy bajo,1.53,0.73,0.0,23.14,87.35,77.18,94.67,81.27,61.37,54.32,0.11,1.0,1.0
0901600011175,Miguel Hidalgo,1823,24,15,0,1796,1621,552,663,583,534,629,492,321,349,,13.8,0.9685,Muy bajo,Muy bajo,1.32,0.84,0.0,30.28,87.93,80.54,94.87,74.21,48.42,52.64,,1.0,1.0
0901600011245,Miguel Hidalgo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,
0901600011353,Miguel Hidalgo,1597,40,13,0,1530,1144,15,419,400,405,416,345,300,299,,14.24,0.9948,Muy bajo,Muy bajo,2.5,0.85,0.0,0.94,95.47,96.66,99.28,82.34,71.6,71.36,,1.0,1.0
0901600011368,Miguel Hidalgo,1893,20,18,0,1864,1567,38,361,354,352,360,271,266,273,0,14.05,0.9967,Muy bajo,Muy bajo,1.06,0.97,0.0,2.01,98.06,97.51,99.72,75.07,73.68,75.62,0.0,1.0,1.0
0901600010181,Miguel Hidalgo,9026,145,67,0,8830,7800,1512,3175,2778,2472,3005,2442,1868,1621,6,13.37,0.9744,Muy bajo,Muy bajo,1.61,0.76,0.0,16.75,87.5,77.86,94.65,76.91,58.83,51.06,0.19,1.0,1.0
0901600011315,Miguel Hidalgo,1526,6,8,0,1486,1283,299,566,404,233,460,451,189,123,26,10.84,0.9401,Medio,Bajo,0.39,0.54,0.0,19.59,71.38,41.17,81.27,79.68,33.39,21.73,4.59,3.0,2.0
0901600011334,Miguel Hidalgo,3168,74,31,0,3059,2635,803,1009,799,637,925,846,494,404,3,11.58,0.9613,Bajo,Bajo,2.34,1.01,0.0,25.35,79.19,63.13,91.67,83.85,48.96,40.04,0.3,2.0,2.0
0901600010177,Miguel Hidalgo,7071,150,62,0,6888,6086,1497,2645,2227,1942,2484,2003,1455,1383,7,13.19,0.9704,Muy bajo,Muy bajo,2.12,0.9,0.0,21.17,84.2,73.42,93.91,75.73,55.01,52.29,0.26,1.0,1.0
0901600010209,Miguel Hidalgo,1289,18,13,0,1268,1184,210,529,447,430,506,328,263,177,,14.16,0.9777,Muy bajo,Muy bajo,1.4,1.03,0.0,16.29,84.5,81.29,95.65,62.0,49.72,33.46,,1.0,1.0
0901600010285,Miguel Hidalgo,7645,130,64,,7450,6426,1623,2631,2189,1843,2477,2081,1440,1264,6,12.65,0.9674,Muy bajo,Muy bajo,1.7,0.86,,21.23,83.2,70.05,94.15,79.1,54.73,48.04,0.23,1.0,1.0
0901600010637,Miguel Hidalgo,3488,0,29,0,3365,2781,416,1284,1217,1150,1256,965,994,883,0,14.25,0.978,Muy bajo,Muy bajo,0.0,0.86,0.0,11.93,94.78,89.56,97.82,75.16,77.41,68.77,0.0,1.0,1.0
0901600010656,Miguel Hidalgo,3967,17,29,0,3840,3407,434,1707,1671,1610,1692,1425,1479,1372,,15.34,0.9847,Muy bajo,Muy bajo,0.43,0.76,0.0,10.94,97.89,94.32,99.12,83.48,86.64,80.37,,1.0,1.0
0901600010660,Miguel Hidalgo,4042,44,45,0,3913,3512,499,1739,1653,1572,1698,1368,1363,1304,0,15.0,0.9834,Muy bajo,Muy bajo,1.09,1.15,0.0,12.35,95.05,90.4,97.64,78.67,78.38,74.99,0.0,1.0,1.0
0901600010942,Miguel Hidalgo,862,9,28,,832,716,165,224,219,203,219,178,190,148,0,13.17,0.97,Muy bajo,Muy bajo,1.04,3.37,,19.14,97.77,90.62,97.77,79.46,84.82,66.07,0.0,1.0,1.0
0901600010124,Miguel Hidalgo,4285,51,20,0,4143,3562,848,1338,1049,831,1204,1112,718,595,16,11.72,0.9465,Bajo,Bajo,1.19,0.48,0.0,19.79,78.4,62.11,89.99,83.11,53.66,44.47,1.2,2.0,2.0
0901600011033,Miguel Hidalgo,1059,,19,0,596,538,114,318,165,152,169,142,157,127,0,13.48,0.9755,Muy bajo,Muy bajo,,3.19,0.0,10.76,51.89,47.8,53.14,44.65,49.37,39.94,0.0,1.0,1.0
0901600010904,Miguel Hidalgo,1535,0,10,,1495,1285,179,425,416,408,422,350,334,304,0,13.96,0.9664,Muy bajo,Muy bajo,0.0,0.67,,11.66,97.88,96.0,99.29,82.35,78.59,71.53,0.0,1.0,1.0
0901600010463,Miguel Hidalgo,4077,53,17,0,3969,3404,1099,1291,1041,844,1201,948,646,504,8,11.61,0.9499,Bajo,Bajo,1.3,0.43,0.0,26.96,80.64,65.38,93.03,73.43,50.04,39.04,0.62,2.0,2.0
0901600010571,Miguel Hidalgo,3127,33,19,,3046,2750,404,1388,1328,1253,1356,1102,1055,1062,0,15.32,0.9652,Bajo,Muy bajo,1.06,0.62,,12.92,95.68,90.27,97.69,79.39,76.01,76.51,0.0,2.0,1.0
0901600010622,Miguel Hidalgo,4721,31,35,0,4511,3737,690,1662,1509,1374,1610,1125,1146,919,,14.0,0.9757,Muy bajo,Muy bajo,0.66,0.78,0.0,14.62,90.79,82.67,96.87,67.69,68.95,55.29,,1.0,1.0
0901600010849,Miguel Hidalgo,831,4,12,0,810,733,132,305,288,283,302,250,248,212,0,14.71,0.9756,Muy bajo,Muy bajo,0.48,1.48,0.0,15.88,94.43,92.79,99.02,81.97,81.31,69.51,0.0,1.0,1.0
0901600010730,Miguel Hidalgo,4046,56,61,0,3915,3373,648,1589,1535,1485,1567,1223,1250,1297,0,15.01,0.9807,Muy bajo,Muy bajo,1.38,1.56,0.0,16.02,96.6,93.46,98.62,76.97,78.67,81.62,0.0,1.0,1.0
0901600010618,Miguel Hidalgo,591,0,5,0,591,590,12,,,,,,,,0,11.94,,,Muy bajo,0.0,0.85,0.0,2.03,,,,,,,,,1.0
0901600010514,Miguel Hidalgo,303,,,0,298,256,11,91,89,87,89,59,65,64,0,15.42,0.9813,Muy bajo,Muy bajo,,,0.0,3.63,97.8,95.6,97.8,64.84,71.43,70.33,0.0,1.0,1.0
0901600010497,Miguel Hidalgo,8511,179,75,,8238,7019,1889,2794,2080,1713,2533,2134,1312,1030,8,11.49,0.9488,Bajo,Bajo,2.1,0.91,,22.19,74.45,61.31,90.66,76.38,46.96,36.86,0.29,2.0,2.0
090160001029A,Miguel Hidalgo,9287,171,77,,9076,7932,1491,3420,2942,2603,3268,2429,1962,1759,,13.46,0.9744,Muy bajo,Muy bajo,1.84,0.85,,16.05,86.02,76.11,95.56,71.02,57.37,51.43,,1.0,1.0
0901600011279,Miguel Hidalgo,1997,4,24,0,1278,1124,233,656,398,385,406,329,355,333,4,14.13,0.9637,Bajo,Muy bajo,0.2,1.88,0.0,11.67,60.67,58.69,61.89,50.15,54.12,50.76,0.61,2.0,1.0
0901600011264,Miguel Hidalgo,1029,0,18,0,649,598,131,299,166,156,171,156,153,121,0,13.6,0.9715,Muy bajo,Muy bajo,0.0,2.77,0.0,12.73,55.52,52.17,57.19,52.17,51.17,40.47,0.0,1.0,1.0
0901600011300,Miguel Hidalgo,6096,9,71,,3905,3425,704,1715,990,949,1007,870,901,821,0,13.65,0.9796,Muy bajo,Muy bajo,0.15,1.82,,11.55,57.73,55.34,58.72,50.73,52.54,47.87,0.0,1.0,1.0
0901300010885,Xochimilco,1161,95,31,0,1124,902,420,294,148,99,272,224,58,22,4,9.76,0.9133,Alto,Medio,8.18,2.76,0.0,36.18,50.34,33.67,92.52,76.19,19.73,7.48,1.36,4.0,3.0
090130001057A,Xochimilco,269,7,3,0,262,219,130,77,54,29,71,58,23,17,0,10.71,0.9396,Medio,Bajo,2.6,1.15,0.0,48.33,70.13,37.66,92.21,75.32,29.87,22.08,0.0,3.0,2.0
0901300010565,Xochimilco,2947,53,23,0,2878,2439,637,791,535,373,687,641,249,138,,11.22,0.9585,Bajo,Bajo,1.8,0.8,0.0,21.62,67.64,47.16,86.85,81.04,31.48,17.45,,2.0,2.0
0901300010029,Xochimilco,2146,68,41,0,2113,1902,688,653,576,502,638,503,459,354,,13.68,0.9679,Muy bajo,Muy bajo,3.17,1.94,0.0,32.06,88.21,76.88,97.7,77.03,70.29,54.21,,1.0,1.0
0901300011243,Xochimilco,46,0,0,0,46,39,13,19,16,17,18,13,11,13,0,13.92,,,Muy bajo,0.0,0.0,0.0,28.26,84.21,89.47,94.74,68.42,57.89,68.42,0.0,,1.0
0901300011224,Xochimilco,6729,423,177,,6537,5525,2152,1854,1349,1058,1728,1453,825,553,4,11.44,0.9546,Bajo,Bajo,6.29,2.71,,31.98,72.76,57.07,93.2,78.37,44.5,29.83,0.22,2.0,2.0
0901300011205,Xochimilco,698,21,7,0,678,562,224,177,135,86,165,146,55,36,0,10.91,0.9552,Bajo,Bajo,3.01,1.03,0.0,32.09,76.27,48.59,93.22,82.49,31.07,20.34,0.0,2.0,2.0
0901300011455,Xochimilco,2154,194,73,,2069,1626,776,514,287,172,461,393,109,70,11,9.82,0.925,Alto,Medio,9.01,3.53,,36.03,55.84,33.46,89.69,76.46,21.21,13.62,2.14,4.0,3.0
090130001018A,Xochimilco,1228,,,0,1214,1092,304,425,373,320,399,342,272,180,0,13.29,0.9736,Muy bajo,Muy bajo,,,0.0,24.76,87.76,75.29,93.88,80.47,64.0,42.35,0.0,1.0,1.0
0901300010086,Xochimilco,2233,42,27,0,2179,1940,686,734,602,544,694,577,419,330,,13.01,0.9661,Bajo,Muy bajo,1.88,1.24,0.0,30.72,82.02,74.11,94.55,78.61,57.08,44.96,,2.0,1.0
