cve_ageb,alcaldia,POBTOT,PHOG_IND,P3YM_HLI,P3HLINHE,P_3YMAS,P_15YMAS,PSINDER,VIVPARH_CV,VPH_INTER,VPH_PC,VPH_CEL,VPH_RADIO,VPH_STVP,VPH_SPMVPI,VPH_SINTIC,GRAPROES,im_conapo,gm_conapo,grs_coneval,tasa_phog_ind,tasa_p3ym_hli,tasa_p3hlinhe,tasa_psinder,tasa_vph_inter,tasa_vph_pc,tasa_vph_cel,tasa_vph_radio,tasa_vph_stvp,tasa_vph_spmvpi,tasa_vph_sintic,gm_orden,grs_orden
0901300010160,Xochimilco,4044,148,86,0,3957,3411,1059,1249,1075,937,1182,987,728,623,0,13.03,0.9655,Bajo,Muy bajo,3.66,2.17,0.0,26.19,86.07,75.02,94.64,79.02,58.29,49.88,0.0,2.0,1.0
0901300010495,Xochimilco,536,68,36,0,521,442,113,152,98,70,135,110,41,40,3,11.14,0.9468,Bajo,Bajo,12.69,6.91,0.0,21.08,64.47,46.05,88.82,72.37,26.97,26.32,1.97,2.0,2.0
090130001139A,Xochimilco,1719,41,16,0,1694,1482,440,487,450,398,474,409,295,267,,14.05,0.9748,Muy bajo,Muy bajo,2.39,0.94,0.0,25.6,92.4,81.72,97.33,83.98,60.57,54.83,,1.0,1.0
0901300010033,Xochimilco,2991,39,28,0,2951,2683,732,1045,965,884,1005,830,768,614,0,14.44,0.9769,Muy bajo,Muy bajo,1.3,0.95,0.0,24.47,92.34,84.59,96.17,79.43,73.49,58.76,0.0,1.0,1.0
0901300010315,Xochimilco,2045,15,15,,2019,1827,514,660,605,551,629,532,469,295,0,14.56,0.9742,Muy bajo,Muy bajo,0.73,0.74,,25.13,91.67,83.48,95.3,80.61,71.06,44.7,0.0,1.0,1.0
090130001032A,Xochimilco,13,,,,,,,,,,,,,,,,,,Bajo,,,,,,,,,,,,,2.0
0901300011385,Xochimilco,2068,49,21,0,2030,1831,488,602,551,514,590,509,368,322,0,13.81,0.9773,Muy bajo,Muy bajo,2.37,1.03,0.0,23.6,91.53,85.38,98.01,84.55,61.13,53.49,0.0,1.0,1.0
0901300010688,Xochimilco,4942,455,210,0,4769,3838,1441,1270,757,546,1139,955,394,269,13,10.36,0.9369,Medio,Bajo,9.21,4.4,0.0,29.16,59.61,42.99,89.69,75.2,31.02,21.18,1.02,3.0,2.0
090130001107A,Xochimilco,3253,45,29,0,3193,2797,783,977,827,726,906,784,564,446,4,12.88,0.9596,Bajo,Muy bajo,1.38,0.91,0.0,24.07,84.65,74.31,92.73,80.25,57.73,45.65,0.41,2.0,1.0
0901300011050,Xochimilco,4156,175,90,,4027,3371,1435,1148,797,552,1058,949,394,211,6,11.01,0.9457,Medio,Bajo,4.21,2.23,,34.53,69.43,48.08,92.16,82.67,34.32,18.38,0.52,3.0,2.0
0901300011065,Xochimilco,4032,95,46,0,3964,3506,953,1246,1076,970,1193,1012,798,610,4,13.42,0.9662,Bajo,Muy bajo,2.36,1.16,0.0,23.64,86.36,77.85,95.75,81.22,64.04,48.96,0.32,2.0,1.0
090130001121A,Xochimilco,7212,608,319,,6977,5785,2441,1939,1330,985,1813,1600,723,553,9,10.62,0.9481,Bajo,Bajo,8.43,4.57,,33.85,68.59,50.8,93.5,82.52,37.29,28.52,0.46,2.0,2.0
0901300011239,Xochimilco,4240,114,52,0,4146,3547,1222,1190,927,753,1103,982,542,337,3,11.84,0.963,Bajo,Bajo,2.69,1.25,0.0,28.82,77.9,63.28,92.69,82.52,45.55,28.32,0.25,2.0,2.0
0901300010194,Xochimilco,766,7,4,0,750,666,157,276,245,226,267,237,189,150,0,13.8,0.9799,Muy bajo,Muy bajo,0.91,0.53,0.0,20.5,88.77,81.88,96.74,85.87,68.48,54.35,0.0,1.0,1.0
0901300010175,Xochimilco,566,5,8,0,561,499,179,187,177,173,184,156,123,118,0,14.29,0.9702,Muy bajo,Muy bajo,0.88,1.43,0.0,31.63,94.65,92.51,98.4,83.42,65.78,63.1,0.0,1.0,1.0
0901300010211,Xochimilco,4509,221,110,0,4395,3776,1408,1215,884,746,1119,970,531,318,4,11.86,0.9555,Bajo,Bajo,4.9,2.5,0.0,31.23,72.76,61.4,92.1,79.84,43.7,26.17,0.33,2.0,2.0
0901300010226,Xochimilco,1917,78,30,0,1883,1625,650,525,393,296,488,436,181,131,,11.77,0.9589,Bajo,Bajo,4.07,1.59,0.0,33.91,74.86,56.38,92.95,83.05,34.48,24.95,,2.0,2.0
0901300010230,Xochimilco,2926,58,24,0,2860,2450,885,758,560,445,703,640,310,226,,11.88,0.9369,Medio,Bajo,1.98,0.84,0.0,30.25,73.88,58.71,92.74,84.43,40.9,29.82,,3.0,2.0
0901300011578,Xochimilco,35,0,0,0,34,27,25,8,3,3,7,3,0,,0,7.15,,,Alto,0.0,0.0,0.0,71.43,37.5,37.5,87.5,37.5,0.0,,0.0,,4.0
0901300011262,Xochimilco,2986,56,26,0,2949,2617,753,878,801,719,854,742,533,419,0,13.77,0.9737,Muy bajo,Muy bajo,1.88,0.88,0.0,25.22,91.23,81.89,97.27,84.51,60.71,47.72,0.0,1.0,1.0
0901300010207,Xochimilco,2878,43,30,0,2834,2486,743,950,839,747,908,790,613,460,,13.76,0.9681,Muy bajo,Muy bajo,1.49,1.06,0.0,25.82,88.32,78.63,95.58,83.16,64.53,48.42,,1.0,1.0
0901300010705,Xochimilco,913,89,32,0,869,656,338,227,119,48,216,185,34,27,,8.82,0.8885,Muy alto,Medio,9.75,3.68,0.0,37.02,52.42,21.15,95.15,81.5,14.98,11.89,,5.0,3.0
0901300011135,Xochimilco,4026,406,154,4,3888,3115,1452,1050,603,445,943,790,231,125,28,10.27,0.9187,Alto,Medio,10.08,3.96,0.1,36.07,57.43,42.38,89.81,75.24,22.0,11.9,2.67,4.0,3.0
0901300011046,Xochimilco,2097,64,25,0,2042,1790,582,670,542,436,622,536,344,264,,12.09,0.9475,Bajo,Bajo,3.05,1.22,0.0,27.75,80.9,65.07,92.84,80.0,51.34,39.4,,2.0,2.0
0901300011510,Xochimilco,424,64,25,0,415,324,138,107,54,44,103,85,24,13,0,9.53,0.9407,Medio,Medio,15.09,6.02,0.0,32.55,50.47,41.12,96.26,79.44,22.43,12.15,0.0,3.0,3.0
0901300011474,Xochimilco,1442,301,113,0,1385,1083,662,352,217,136,294,288,60,41,5,9.21,0.8682,Muy alto,Medio,20.87,8.16,0.0,45.91,61.65,38.64,83.52,81.82,17.05,11.65,1.42,5.0,3.0
0901300011402,Xochimilco,3227,485,192,,3100,2504,1366,815,401,249,734,593,126,78,8,9.24,0.9186,Alto,Medio,15.03,6.19,,42.33,49.2,30.55,90.06,72.76,15.46,9.57,0.98,4.0,3.0
0901300010461,Xochimilco,6559,230,99,0,6341,5163,1739,1757,1139,796,1588,1442,409,319,10,10.66,0.9508,Bajo,Bajo,3.51,1.56,0.0,26.51,64.83,45.3,90.38,82.07,23.28,18.16,0.57,2.0,2.0
0901300011328,Xochimilco,8341,431,142,0,8042,6332,2684,2128,1456,851,1921,1771,502,332,15,9.73,0.9453,Medio,Bajo,5.17,1.77,0.0,32.18,68.42,39.99,90.27,83.22,23.59,15.6,0.7,3.0,2.0
0901300010870,Xochimilco,2133,78,23,0,2049,1617,732,532,349,216,502,434,109,61,4,9.38,0.9143,Alto,Bajo,3.66,1.12,0.0,34.32,65.6,40.6,94.36,81.58,20.49,11.47,0.75,4.0,2.0
0901300010866,Xochimilco,2156,149,46,,2076,1623,712,520,308,206,476,449,99,75,,9.25,0.9343,Medio,Medio,6.91,2.22,,33.02,59.23,39.62,91.54,86.35,19.04,14.42,,3.0,3.0
0901300010813,Xochimilco,4180,400,130,,4024,3233,1848,1052,630,485,1002,871,402,222,3,10.37,0.9194,Alto,Bajo,9.57,3.23,,44.21,59.89,46.1,95.25,82.79,38.21,21.1,0.29,4.0,2.0
0901300010404,Xochimilco,2374,49,29,0,2313,2005,641,832,708,615,804,658,473,342,,12.87,0.9658,Bajo,Muy bajo,2.06,1.25,0.0,27.0,85.1,73.92,96.63,79.09,56.85,41.11,,2.0,1.0
0901300010283,Xochimilco,5623,241,88,,5442,4533,1844,1536,1087,809,1423,1203,708,394,5,11.07,0.9491,Bajo,Bajo,4.29,1.62,,32.79,70.77,52.67,92.64,78.32,46.09,25.65,0.33,2.0,2.0
0901300011296,Xochimilco,2160,171,64,0,2066,1630,938,542,283,166,489,443,97,53,4,9.33,0.9213,Alto,Medio,7.92,3.1,0.0,43.43,52.21,30.63,90.22,81.73,17.9,9.78,0.74,4.0,3.0
090130001025A,Xochimilco,3457,43,21,0,3354,2896,1109,1016,759,590,900,798,441,255,0,11.34,0.9457,Medio,Bajo,1.24,0.63,0.0,32.08,74.7,58.07,88.58,78.54,43.41,25.1,0.0,3.0,2.0
0901300010442,Xochimilco,4369,229,106,0,4243,3521,1433,1192,883,688,1114,1001,449,379,3,11.83,0.9558,Bajo,Bajo,5.24,2.5,0.0,32.8,74.08,57.72,93.46,83.98,37.67,31.8,0.25,2.0,2.0
0901300010334,Xochimilco,6075,198,97,0,5906,4975,1769,1688,1209,952,1540,1320,691,497,11,11.91,0.9552,Bajo,Bajo,3.26,1.64,0.0,29.12,71.62,56.4,91.23,78.2,40.94,29.44,0.65,2.0,2.0
0901300011309,Xochimilco,1210,135,53,0,1164,928,482,309,199,153,289,286,83,82,,10.13,0.9411,Medio,Bajo,11.16,4.55,0.0,39.83,64.4,49.51,93.53,92.56,26.86,26.54,,3.0,2.0
0901300010832,Xochimilco,754,52,21,,724,594,198,197,122,86,190,168,50,34,0,9.94,0.9518,Bajo,Bajo,6.9,2.9,,26.26,61.93,43.65,96.45,85.28,25.38,17.26,0.0,2.0,2.0
0901300010724,Xochimilco,934,194,81,0,883,668,256,218,84,53,194,180,21,11,0,9.22,0.9207,Alto,Alto,20.77,9.17,0.0,27.41,38.53,24.31,88.99,82.57,9.63,5.05,0.0,4.0,4.0
0901300011489,Xochimilco,648,122,52,0,610,472,285,172,34,37,155,138,19,12,0,8.81,0.9052,Alto,Alto,18.83,8.52,0.0,43.98,19.77,21.51,90.12,80.23,11.05,6.98,0.0,4.0,4.0
0901300010809,Xochimilco,877,117,57,0,835,637,322,223,97,80,213,178,45,25,,9.26,0.8979,Muy alto,Medio,13.34,6.83,0.0,36.72,43.5,35.87,95.52,79.82,20.18,11.21,,5.0,3.0
0901300011440,Xochimilco,4557,563,202,3,4374,3389,1687,1147,602,287,1003,898,176,98,24,8.7,0.8719,Muy alto,Alto,12.35,4.62,0.07,37.02,52.48,25.02,87.45,78.29,15.34,8.54,2.09,5.0,4.0
090130001064A,Xochimilco,3126,75,22,0,3051,2539,884,847,624,489,769,731,271,243,,11.36,0.9533,Bajo,Bajo,2.4,0.72,0.0,28.28,73.67,57.73,90.79,86.3,32.0,28.69,,2.0,2.0
0901300011031,Xochimilco,8257,469,151,0,8002,6452,2308,2044,1306,915,1820,1548,426,233,11,10.06,0.9398,Medio,Bajo,5.68,1.89,0.0,27.95,63.89,44.77,89.04,75.73,20.84,11.4,0.54,3.0,2.0
090130001089A,Xochimilco,867,87,36,0,834,630,356,226,105,55,199,189,31,10,,9.43,0.8524,Muy alto,Alto,10.03,4.32,0.0,41.06,46.46,24.34,88.05,83.63,13.72,4.42,,5.0,4.0
0901300010654,Xochimilco,3725,197,82,0,3615,2956,1242,998,682,502,891,860,260,207,6,10.78,0.9417,Medio,Bajo,5.29,2.27,0.0,33.34,68.34,50.3,89.28,86.17,26.05,20.74,0.6,3.0,2.0
090130001146A,Xochimilco,2687,344,129,0,2574,2013,941,710,320,207,659,559,215,68,5,9.06,0.886,Muy alto,Medio,12.8,5.01,0.0,35.02,45.07,29.15,92.82,78.73,30.28,9.58,0.7,5.0,3.0
0901300011173,Xochimilco,5729,239,90,0,5557,4605,1792,1427,959,740,1276,1121,399,271,4,10.85,0.9487,Bajo,Bajo,4.17,1.62,0.0,31.28,67.2,51.86,89.42,78.56,27.96,18.99,0.28,2.0,2.0
0901300011525,Xochimilco,1151,110,39,,1110,889,344,302,207,156,285,234,97,70,0,10.89,0.9475,Bajo,Bajo,9.56,3.51,,29.89,68.54,51.66,94.37,77.48,32.12,23.18,0.0,2.0,2.0
0901300011417,Xochimilco,2212,209,80,,2131,1697,681,569,301,205,528,435,96,62,3,9.46,0.9243,Alto,Medio,9.45,3.75,,30.79,52.9,36.03,92.79,76.45,16.87,10.9,0.53,4.0,3.0
0901300010423,Xochimilco,939,49,18,0,903,740,262,269,162,129,247,212,54,43,,10.53,0.9395,Medio,Bajo,5.22,1.99,0.0,27.9,60.22,47.96,91.82,78.81,20.07,15.99,,3.0,2.0
0901300011027,Xochimilco,5389,143,65,0,5249,4399,1380,1422,969,764,1311,1136,476,355,8,11.01,0.9543,Bajo,Bajo,2.65,1.24,0.0,25.61,68.14,53.73,92.19,79.89,33.47,24.96,0.56,2.0,2.0
090130001114A,Xochimilco,6318,543,200,7,6090,4868,2408,1514,814,568,1323,1140,301,222,57,9.82,0.9173,Alto,Medio,8.59,3.28,0.11,38.11,53.76,37.52,87.38,75.3,19.88,14.66,3.76,4.0,3.0
0901300011544,Xochimilco,107,0,,0,105,81,32,22,17,9,21,18,4,5,0,9.77,0.9395,Medio,Bajo,0.0,,0.0,29.91,77.27,40.91,95.45,81.82,18.18,22.73,0.0,3.0,2.0
0901300010090,Xochimilco,7010,1213,549,12,6674,5081,2793,1845,858,523,1698,1508,338,215,16,8.76,0.9099,Alto,Alto,17.3,8.23,0.18,39.84,46.5,28.35,92.03,81.73,18.32,11.65,0.87,4.0,4.0
0901300010052,Xochimilco,202,3,,0,195,144,62,47,18,8,43,34,8,4,0,8.58,0.916,Alto,Medio,1.49,,0.0,30.69,38.3,17.02,91.49,72.34,17.02,8.51,0.0,4.0,3.0
0901300011366,Xochimilco,5812,312,142,0,5470,4497,1419,1603,939,676,1389,1226,345,236,16,10.19,0.9352,Medio,Bajo,5.37,2.6,0.0,24.42,58.58,42.17,86.65,76.48,21.52,14.72,1.0,3.0,2.0
090130001071A,Xochimilco,691,26,14,0,667,536,204,183,115,95,166,154,47,31,,11.19,0.9436,Medio,Bajo,3.76,2.1,0.0,29.52,62.84,51.91,90.71,84.15,25.68,16.94,,3.0,2.0
0901300010758,Xochimilco,4419,351,115,0,4261,3403,1694,1101,675,483,995,948,230,140,,10.1,0.9295,Medio,Bajo,7.94,2.7,0.0,38.33,61.31,43.87,90.37,86.1,20.89,12.72,,3.0,2.0
0901300010508,Xochimilco,6807,363,156,,6592,5433,2248,1875,1277,980,1730,1526,607,449,6,10.91,0.9513,Bajo,Bajo,5.33,2.37,,33.02,68.11,52.27,92.27,81.39,32.37,23.95,0.32,2.0,2.0
0901300011192,Xochimilco,9781,317,110,0,9459,7723,3276,2492,1800,1138,2284,2056,572,369,6,10.09,0.944,Medio,Bajo,3.24,1.16,0.0,33.49,72.23,45.67,91.65,82.5,22.95,14.81,0.24,3.0,2.0
0901300010550,Xochimilco,3162,60,13,0,3063,2560,869,833,551,397,706,680,237,166,12,11.3,0.9541,Bajo,Bajo,1.9,0.42,0.0,27.48,66.15,47.66,84.75,81.63,28.45,19.93,1.44,2.0,2.0
0901300011169,Xochimilco,11635,1131,424,7,11135,8838,3876,2851,1542,966,2514,2313,466,329,18,9.56,0.9134,Alto,Medio,9.72,3.81,0.06,33.31,54.09,33.88,88.18,81.13,16.35,11.54,0.63,4.0,3.0
0901300011154,Xochimilco,7460,624,228,,7189,5877,2263,1958,1247,813,1730,1568,436,309,16,10.16,0.9327,Medio,Bajo,8.36,3.17,,30.34,63.69,41.52,88.36,80.08,22.27,15.78,0.82,3.0,2.0
0901300011188,Xochimilco,6177,235,88,0,5978,4908,1842,1591,1040,786,1424,1297,405,244,9,10.6,0.9485,Bajo,Bajo,3.8,1.47,0.0,29.82,65.37,49.4,89.5,81.52,25.46,15.34,0.57,2.0,2.0
0901300010847,Xochimilco,1243,63,32,,1192,957,517,322,186,135,301,257,66,50,0,10.43,0.9359,Medio,Bajo,5.07,2.68,,41.59,57.76,41.93,93.48,79.81,20.5,15.53,0.0,3.0,2.0
0901300010669,Xochimilco,3864,176,62,0,3720,3034,1038,930,502,328,827,731,156,117,3,9.66,0.9388,Medio,Medio,4.55,1.67,0.0,26.86,53.98,35.27,88.92,78.6,16.77,12.58,0.32,3.0,3.0
0901300010851,Xochimilco,2606,143,52,0,2478,1842,383,603,200,135,539,473,97,53,4,9.13,0.8964,Muy alto,Alto,5.49,2.1,0.0,14.7,33.17,22.39,89.39,78.44,16.09,8.79,0.66,5.0,4.0
0901300011563,Xochimilco,323,33,10,0,310,242,89,83,57,28,76,62,7,12,,9.0,0.9198,Alto,Medio,10.22,3.23,0.0,27.55,68.67,33.73,91.57,74.7,8.43,14.46,,4.0,3.0
0901300010777,Xochimilco,2101,56,19,0,2051,1670,680,535,358,280,483,450,169,115,,10.96,0.9492,Bajo,Bajo,2.67,0.93,0.0,32.37,66.92,52.34,90.28,84.11,31.59,21.5,,2.0,2.0
0901300010601,Xochimilco,5831,270,107,,5643,4533,1630,1429,897,679,1279,1213,362,264,8,10.49,0.9486,Bajo,Bajo,4.63,1.9,,27.95,62.77,47.52,89.5,84.88,25.33,18.47,0.56,2.0,2.0
0901300010762,Xochimilco,1530,120,50,0,1472,1172,558,400,269,188,371,335,93,74,0,10.22,0.9239,Alto,Bajo,7.84,3.4,0.0,36.47,67.25,47.0,92.75,83.75,23.25,18.5,0.0,4.0,2.0
0901300010438,Xochimilco,1537,138,68,0,1482,1203,645,400,257,183,369,339,108,83,,10.7,0.9383,Medio,Bajo,8.98,4.59,0.0,41.96,64.25,45.75,92.25,84.75,27.0,20.75,,3.0,2.0
0901300011436,Xochimilco,2325,270,103,,2240,1775,1207,587,323,212,525,475,103,83,,9.16,0.9108,Alto,Medio,11.61,4.6,,51.91,55.03,36.12,89.44,80.92,17.55,14.14,,4.0,3.0
0901300010743,Xochimilco,6722,429,155,,6513,5258,2291,1738,1154,793,1599,1444,442,307,8,10.26,0.9444,Medio,Bajo,6.38,2.38,,34.08,66.4,45.63,92.0,83.08,25.43,17.66,0.46,3.0,2.0
0901300010014,Xochimilco,6567,211,96,0,6403,5473,1950,1960,1503,1226,1824,1603,925,703,3,12.01,0.9574,Bajo,Bajo,3.21,1.5,0.0,29.69,76.68,62.55,93.06,81.79,47.19,35.87,0.15,2.0,2.0
0901300010067,Xochimilco,8457,145,87,,8280,7180,2333,2513,2053,1727,2334,2013,1418,1072,13,12.68,0.9648,Bajo,Muy bajo,1.71,1.05,,27.59,81.7,68.72,92.88,80.1,56.43,42.66,0.52,2.0,1.0
0901300010122,Xochimilco,3234,65,25,0,3166,2722,775,857,645,524,774,693,321,189,0,12.26,0.9547,Bajo,Bajo,2.01,0.79,0.0,23.96,75.26,61.14,90.32,80.86,37.46,22.05,0.0,2.0,2.0
0901300010137,Xochimilco,3296,107,69,0,3211,2706,1188,821,554,422,724,630,284,166,5,11.4,0.9427,Medio,Bajo,3.25,2.15,0.0,36.04,67.48,51.4,88.19,76.74,34.59,20.22,0.61,3.0,2.0
0901300010245,Xochimilco,2286,40,17,0,2240,1932,681,666,451,333,555,517,242,167,10,11.22,0.94,Medio,Bajo,1.75,0.76,0.0,29.79,67.72,50.0,83.33,77.63,36.34,25.08,1.5,3.0,2.0
0901300010279,Xochimilco,4570,397,178,0,4396,3503,1174,1098,594,455,968,830,182,142,6,10.39,0.9441,Medio,Bajo,8.69,4.05,0.0,25.69,54.1,41.44,88.16,75.59,16.58,12.93,0.55,3.0,2.0
0901300010298,Xochimilco,10318,344,150,,10044,8424,3315,2950,2271,1797,2812,2326,1381,971,3,11.76,0.9593,Bajo,Bajo,3.33,1.49,,32.13,76.98,60.92,95.32,78.85,46.81,32.92,0.1,2.0,2.0
0901300010300,Xochimilco,880,8,5,0,848,684,306,232,159,130,218,180,75,58,,11.62,0.954,Bajo,Bajo,0.91,0.59,0.0,34.77,68.53,56.03,93.97,77.59,32.33,25.0,,2.0,2.0
0901300010353,Xochimilco,5085,237,91,0,4936,4068,1417,1242,788,549,1068,1024,262,217,19,10.99,0.9493,Bajo,Bajo,4.66,1.84,0.0,27.87,63.45,44.2,85.99,82.45,21.1,17.47,1.53,2.0,2.0
0901300010368,Xochimilco,11731,898,435,,11285,9051,3543,2964,1599,1148,2574,2376,388,324,13,10.42,0.9235,Alto,Medio,7.65,3.85,,30.2,53.95,38.73,86.84,80.16,13.09,10.93,0.44,4.0,3.0
0901300010372,Xochimilco,5104,179,55,0,4969,4121,1535,1273,885,676,1145,1042,397,269,3,10.87,0.9494,Bajo,Bajo,3.51,1.11,0.0,30.07,69.52,53.1,89.95,81.85,31.19,21.13,0.24,2.0,2.0
0901300010387,Xochimilco,6531,138,58,0,6337,5235,1770,1672,1092,809,1541,1348,461,311,3,10.81,0.9531,Bajo,Bajo,2.11,0.92,0.0,27.1,65.31,48.39,92.17,80.62,27.57,18.6,0.18,2.0,2.0
0901300010391,Xochimilco,2513,44,20,0,2454,2088,782,718,579,522,689,607,339,330,,12.66,0.9584,Bajo,Muy bajo,1.75,0.81,0.0,31.12,80.64,72.7,95.96,84.54,47.21,45.96,,2.0,1.0
0901300010419,Xochimilco,4481,55,21,0,4397,3843,1220,1400,1087,910,1286,1085,716,494,,12.18,0.9644,Bajo,Bajo,1.23,0.48,0.0,27.23,77.64,65.0,91.86,77.5,51.14,35.29,,2.0,2.0
0901300010480,Xochimilco,6753,148,58,,6522,5333,1993,1761,1170,817,1579,1339,482,348,6,10.54,0.9488,Bajo,Bajo,2.19,0.89,,29.51,66.44,46.39,89.66,76.04,27.37,19.76,0.34,2.0,2.0
0901300010527,Xochimilco,6453,474,221,,6218,5069,2113,1639,963,721,1460,1268,384,273,10,10.79,0.9397,Medio,Bajo,7.35,3.55,,32.74,58.76,43.99,89.08,77.36,23.43,16.66,0.61,3.0,2.0
0901300010599,Xochimilco,5132,125,95,0,5092,4817,483,404,268,185,362,343,101,76,3,8.58,0.9475,Bajo,Bajo,2.44,1.87,0.0,9.41,66.34,45.79,89.6,84.9,25.0,18.81,0.74,2.0,2.0
0901300010692,Xochimilco,11447,563,214,,11035,8878,3941,2964,1918,1419,2744,2389,654,462,11,10.31,0.9377,Medio,Bajo,4.92,1.94,,34.43,64.71,47.87,92.58,80.6,22.06,15.59,0.37,3.0,2.0
0901300010739,Xochimilco,2840,288,95,,2742,2145,1005,724,384,273,640,546,93,58,9,8.67,0.9033,Alto,Medio,10.14,3.46,,35.39,53.04,37.71,88.4,75.41,12.85,8.01,1.24,4.0,3.0
0901300010828,Xochimilco,3434,167,61,,3305,2646,1112,831,523,388,754,617,212,182,9,10.25,0.9338,Medio,Bajo,4.86,1.85,,32.38,62.94,46.69,90.73,74.25,25.51,21.9,1.08,3.0,2.0
0901300010917,Xochimilco,1860,53,22,0,1824,1560,623,539,418,356,504,452,278,244,4,12.37,0.95,Bajo,Bajo,2.85,1.21,0.0,33.49,77.55,66.05,93.51,83.86,51.58,45.27,0.74,2.0,2.0
0901300011084,Xochimilco,2950,154,62,,2852,2340,803,647,447,345,566,553,258,137,,10.84,0.9503,Bajo,Bajo,5.22,2.17,,27.22,69.09,53.32,87.48,85.47,39.88,21.17,,2.0,2.0
0901300011099,Xochimilco,2830,191,72,0,2713,2151,705,689,407,306,599,574,183,110,4,10.52,0.9447,Medio,Bajo,6.75,2.65,0.0,24.91,59.07,44.41,86.94,83.31,26.56,15.97,0.58,3.0,2.0
0901300011101,Xochimilco,4781,558,225,3,4590,3573,1510,1199,679,410,1047,949,252,167,14,9.59,0.9271,Medio,Medio,11.67,4.9,0.07,31.58,56.63,34.2,87.32,79.15,21.02,13.93,1.17,3.0,3.0
0901300011116,Xochimilco,2848,89,43,,2767,2278,862,696,489,346,615,535,246,129,5,10.74,0.9485,Bajo,Bajo,3.12,1.55,,30.27,70.26,49.71,88.36,76.87,35.34,18.53,0.72,2.0,2.0
0901300011120,Xochimilco,2499,75,21,0,2434,2047,543,602,451,338,543,536,220,101,4,11.65,0.9607,Bajo,Bajo,3.0,0.86,0.0,21.73,74.92,56.15,90.2,89.04,36.54,16.78,0.66,2.0,2.0
0901300011277,Xochimilco,55,55,48,0,51,32,55,12,0,0,12,8,,0,0,4.47,,,Muy alto,100.0,94.12,0.0,100.0,0.0,0.0,100.0,66.67,,0.0,0.0,,5.0
0901300011313,Xochimilco,4863,227,77,0,4703,3860,1409,1273,825,589,1151,971,375,227,11,10.57,0.9438,Medio,Bajo,4.67,1.64,0.0,28.97,64.81,46.27,90.42,76.28,29.46,17.83,0.86,3.0,2.0
0901300011332,Xochimilco,5578,81,45,0,5476,4791,1376,1556,1200,1015,1449,1233,725,529,4,11.84,0.9607,Bajo,Muy bajo,1.45,0.82,0.0,24.67,77.12,65.23,93.12,79.24,46.59,34.0,0.26,2.0,1.0
0901300011347,Xochimilco,1530,15,8,0,1493,1287,352,617,569,519,607,489,404,367,0,14.72,0.9772,Muy bajo,Muy bajo,0.98,0.54,0.0,23.01,92.22,84.12,98.38,79.25,65.48,59.48,0.0,1.0,1.0
0901300011370,Xochimilco,4391,107,43,5,4262,3510,1452,1209,750,558,1088,938,250,187,21,10.94,0.9468,Bajo,Bajo,2.44,1.01,0.12,33.07,62.03,46.15,89.99,77.58,20.68,15.47,1.74,2.0,2.0
0901300011421,Xochimilco,1247,60,17,0,1210,1000,339,327,222,167,305,255,112,74,,10.6,0.9379,Medio,Bajo,4.81,1.4,0.0,27.19,67.89,51.07,93.27,77.98,34.25,22.63,,3.0,2.0
0901300011493,Xochimilco,1896,185,75,0,1812,1424,660,459,312,141,415,354,104,67,5,8.85,0.8983,Muy alto,Medio,9.76,4.14,0.0,34.81,67.97,30.72,90.41,77.12,22.66,14.6,1.09,5.0,3.0
0901300011506,Xochimilco,840,106,44,0,809,638,260,219,129,105,211,172,62,45,0,10.18,0.9444,Medio,Bajo,12.62,5.44,0.0,30.95,58.9,47.95,96.35,78.54,28.31,20.55,0.0,3.0,2.0
0901300011559,Xochimilco,2475,272,92,,2363,1819,830,590,255,110,521,458,79,29,3,8.71,0.8702,Muy alto,Alto,10.99,3.89,,33.54,43.22,18.64,88.31,77.63,13.39,4.92,0.51,5.0,4.0
0900400010119,Cuajimalpa de Morelos,6497,113,66,0,6285,5319,1485,1845,1474,1183,1740,1552,1091,752,,11.47,0.9569,Bajo,Bajo,1.74,1.05,0.0,22.86,79.89,64.12,94.31,84.12,59.13,40.76,,2.0,2.0
0900400200388,Cuajimalpa de Morelos,1414,39,15,0,1357,1037,463,358,196,157,315,280,100,57,6,9.97,0.9354,Medio,Bajo,2.76,1.11,0.0,32.74,54.75,43.85,87.99,78.21,27.93,15.92,1.68,3.0,2.0
090040001002A,Cuajimalpa de Morelos,4726,119,49,0,4567,3822,1162,1299,895,666,1171,989,488,310,7,10.31,0.9425,Medio,Bajo,2.52,1.07,0.0,24.59,68.9,51.27,90.15,76.14,37.57,23.86,0.54,3.0,2.0
0900400010053,Cuajimalpa de Morelos,6459,92,32,,6238,5162,1647,1939,1491,1156,1830,1541,891,744,,11.2,0.9505,Bajo,Bajo,1.42,0.51,,25.5,76.9,59.62,94.38,79.47,45.95,38.37,,2.0,2.0
0900400010180,Cuajimalpa de Morelos,6474,178,131,0,6226,5266,1556,1717,1469,1328,1632,1313,1163,1023,,12.6,0.9618,Bajo,Muy bajo,2.75,2.1,0.0,24.03,85.56,77.34,95.05,76.47,67.73,59.58,,2.0,1.0
090040001034A,Cuajimalpa de Morelos,3494,47,12,0,3362,2699,974,900,645,484,835,625,360,310,3,10.58,0.9539,Bajo,Bajo,1.35,0.36,0.0,27.88,71.67,53.78,92.78,69.44,40.0,34.44,0.33,2.0,2.0
